eps_mode,variant,baseline_variant,baseline_weeks,candidate_weeks,overlap_weeks,missed_baseline_weeks,missed_baseline_avg_return_pct,missed_baseline_median_return_pct,missed_baseline_stop_weeks,overlap_avg_return_delta_pct,overlap_median_return_delta_pct
with_eps,skill_industry_eps_known,skill_industry_eps_known,40,40,40,0,,,0,0.0,0.0
with_eps,signal_core_quality_eps_pass,skill_industry_eps_known,40,38,38,2,7.749535,7.749535,1,-1.0159264285714287,0.0
with_eps,clean_eps_pass_no_dry_no_geom_caution,skill_industry_eps_known,40,38,38,2,7.749535,7.749535,1,-0.8885076954022987,0.0
with_eps,sk_act_epsknown_corestrict_freshstrict_bpstrict_geomreject_ind_def_top1,skill_industry_eps_known,40,40,40,0,,,0,3.421433854166667,0.924560749999999
with_eps,sk_act_epsknown_corestrict_freshstrict_bpstrict_geomreject_ind_def_top2,skill_industry_eps_known,40,40,40,0,,,0,-0.7657916562499996,0.0
with_eps,sk_act_epsknown_corestrict_freshstrict_bpstrict_geomreject_ind_def_top3,skill_industry_eps_known,40,40,40,0,,,0,0.0,0.0
with_eps,sk_act_epsknown_corestrict_freshstrict_bpstrict_geomreject_ind_prox_top1,skill_industry_eps_known,40,40,40,0,,,0,3.3265635208333344,0.2800105000000008
with_eps,sk_act_epsknown_corestrict_freshstrict_bpstrict_geomreject_ind_prox_top2,skill_industry_eps_known,40,40,40,0,,,0,-0.5845729843749997,0.0
with_eps,sk_act_epsknown_corestrict_freshstrict_bpstrict_geomreject_ind_prox_top3,skill_industry_eps_known,40,40,40,0,,,0,0.23653483823529406,0.0
with_eps,sk_act_epsknown_corestrict_freshstrict_bpstrict_geomreject_noind_def_top1,skill_industry_eps_known,40,40,40,0,,,0,3.421433854166667,0.924560749999999
with_eps,sk_act_epsknown_corestrict_freshstrict_bpstrict_geomreject_noind_def_top2,skill_industry_eps_known,40,40,40,0,,,0,-0.5728288064516126,0.0
with_eps,sk_act_epsknown_corestrict_freshstrict_bpstrict_geomreject_noind_def_top3,skill_industry_eps_known,40,40,40,0,,,0,0.10143861274509813,0.0
with_eps,sk_act_epsknown_corestrict_freshstrict_bpstrict_geomreject_noind_prox_top1,skill_industry_eps_known,40,40,40,0,,,0,3.3265635208333344,0.2800105000000008
with_eps,sk_act_epsknown_corestrict_freshstrict_bpstrict_geomreject_noind_prox_top2,skill_industry_eps_known,40,40,40,0,,,0,-0.5236337903225804,0.0
with_eps,sk_act_epsknown_corestrict_freshstrict_bpstrict_geomreject_noind_prox_top3,skill_industry_eps_known,40,40,40,0,,,0,0.8316087352941177,0.0
with_eps,sk_act_epsknown_corestrict_freshstrict_bpallow_geomreject_ind_def_top1,skill_industry_eps_known,40,40,40,0,,,0,3.421433854166667,0.924560749999999
with_eps,sk_act_epsknown_corestrict_freshstrict_bpallow_geomreject_ind_def_top2,skill_industry_eps_known,40,40,40,0,,,0,-0.7657916562499996,0.0
with_eps,sk_act_epsknown_corestrict_freshstrict_bpallow_geomreject_ind_def_top3,skill_industry_eps_known,40,40,40,0,,,0,0.0,0.0
with_eps,sk_act_epsknown_corestrict_freshstrict_bpallow_geomreject_ind_prox_top1,skill_industry_eps_known,40,40,40,0,,,0,3.3265635208333344,0.2800105000000008
with_eps,sk_act_epsknown_corestrict_freshstrict_bpallow_geomreject_ind_prox_top2,skill_industry_eps_known,40,40,40,0,,,0,-0.5845729843749997,0.0
with_eps,sk_act_epsknown_corestrict_freshstrict_bpallow_geomreject_ind_prox_top3,skill_industry_eps_known,40,40,40,0,,,0,0.23653483823529406,0.0
with_eps,sk_act_epsknown_corestrict_freshstrict_bpallow_geomreject_noind_def_top1,skill_industry_eps_known,40,40,40,0,,,0,3.421433854166667,0.924560749999999
with_eps,sk_act_epsknown_corestrict_freshstrict_bpallow_geomreject_noind_def_top2,skill_industry_eps_known,40,40,40,0,,,0,-0.5728288064516126,0.0
with_eps,sk_act_epsknown_corestrict_freshstrict_bpallow_geomreject_noind_def_top3,skill_industry_eps_known,40,40,40,0,,,0,0.10143861274509813,0.0
with_eps,sk_act_epsknown_corestrict_freshstrict_bpallow_geomreject_noind_prox_top1,skill_industry_eps_known,40,40,40,0,,,0,3.3265635208333344,0.2800105000000008
with_eps,sk_act_epsknown_corestrict_freshstrict_bpallow_geomreject_noind_prox_top2,skill_industry_eps_known,40,40,40,0,,,0,-0.5236337903225804,0.0
with_eps,sk_act_epsknown_corestrict_freshstrict_bpallow_geomreject_noind_prox_top3,skill_industry_eps_known,40,40,40,0,,,0,0.8316087352941177,0.0
with_eps,sk_act_epsknown_corestrict_freshallow_bpstrict_geomreject_ind_def_top1,skill_industry_eps_known,40,40,40,0,,,0,3.421433854166667,0.924560749999999
with_eps,sk_act_epsknown_corestrict_freshallow_bpstrict_geomreject_ind_def_top2,skill_industry_eps_known,40,40,40,0,,,0,-0.7657916562499996,0.0
with_eps,sk_act_epsknown_corestrict_freshallow_bpstrict_geomreject_ind_def_top3,skill_industry_eps_known,40,40,40,0,,,0,0.0,0.0
with_eps,sk_act_epsknown_corestrict_freshallow_bpstrict_geomreject_ind_prox_top1,skill_industry_eps_known,40,40,40,0,,,0,3.3265635208333344,0.2800105000000008
with_eps,sk_act_epsknown_corestrict_freshallow_bpstrict_geomreject_ind_prox_top2,skill_industry_eps_known,40,40,40,0,,,0,-0.5845729843749997,0.0
with_eps,sk_act_epsknown_corestrict_freshallow_bpstrict_geomreject_ind_prox_top3,skill_industry_eps_known,40,40,40,0,,,0,0.23653483823529406,0.0
with_eps,sk_act_epsknown_corestrict_freshallow_bpstrict_geomreject_noind_def_top1,skill_industry_eps_known,40,40,40,0,,,0,3.421433854166667,0.924560749999999
with_eps,sk_act_epsknown_corestrict_freshallow_bpstrict_geomreject_noind_def_top2,skill_industry_eps_known,40,40,40,0,,,0,-0.5728288064516126,0.0
with_eps,sk_act_epsknown_corestrict_freshallow_bpstrict_geomreject_noind_def_top3,skill_industry_eps_known,40,40,40,0,,,0,0.10143861274509813,0.0
with_eps,sk_act_epsknown_corestrict_freshallow_bpstrict_geomreject_noind_prox_top1,skill_industry_eps_known,40,40,40,0,,,0,3.3265635208333344,0.2800105000000008
with_eps,sk_act_epsknown_corestrict_freshallow_bpstrict_geomreject_noind_prox_top2,skill_industry_eps_known,40,40,40,0,,,0,-0.5236337903225804,0.0
with_eps,sk_act_epsknown_corestrict_freshallow_bpstrict_geomreject_noind_prox_top3,skill_industry_eps_known,40,40,40,0,,,0,0.8316087352941177,0.0
with_eps,sk_act_epsknown_corestrict_freshallow_bpallow_geomreject_ind_def_top1,skill_industry_eps_known,40,40,40,0,,,0,3.421433854166667,0.924560749999999
with_eps,sk_act_epsknown_corestrict_freshallow_bpallow_geomreject_ind_def_top2,skill_industry_eps_known,40,40,40,0,,,0,-0.7657916562499996,0.0
with_eps,sk_act_epsknown_corestrict_freshallow_bpallow_geomreject_ind_def_top3,skill_industry_eps_known,40,40,40,0,,,0,0.0,0.0
with_eps,sk_act_epsknown_corestrict_freshallow_bpallow_geomreject_ind_prox_top1,skill_industry_eps_known,40,40,40,0,,,0,3.3265635208333344,0.2800105000000008
