eps_mode,variant,snapshot_date,code,oracle_found,latest_rank,gain_rank,loss_rank,latest_return_pct,max_gain_pct,selected,pick_order
no_eps,grid_sig_noeps_ind_prox_nogeom_relaxed,2026-07-24,IMAX,True,6.0,8.0,95.0,22.520853,25.741427,False,
no_eps,grid_sig_noeps_ind_prox_nogeom_strict,2026-07-24,IMAX,True,6.0,8.0,95.0,22.520853,25.741427,False,
no_eps,grid_sig_noeps_noind_def_clean_relaxed,2026-07-24,IMAX,True,6.0,8.0,95.0,22.520853,25.741427,False,
no_eps,grid_sig_noeps_noind_def_clean_strict,2026-07-24,IMAX,True,6.0,8.0,95.0,22.520853,25.741427,False,
no_eps,grid_sig_noeps_noind_def_keep_relaxed,2026-07-24,IMAX,True,6.0,8.0,95.0,22.520853,25.741427,False,
no_eps,grid_sig_noeps_noind_def_keep_strict,2026-07-24,IMAX,True,6.0,8.0,95.0,22.520853,25.741427,False,
no_eps,grid_sig_noeps_noind_def_nodry_relaxed,2026-07-24,IMAX,True,6.0,8.0,95.0,22.520853,25.741427,False,
no_eps,grid_sig_noeps_noind_def_nodry_strict,2026-07-24,IMAX,True,6.0,8.0,95.0,22.520853,25.741427,False,
no_eps,grid_sig_noeps_noind_def_nogeom_relaxed,2026-07-24,IMAX,True,6.0,8.0,95.0,22.520853,25.741427,False,
no_eps,grid_sig_noeps_noind_def_nogeom_strict,2026-07-24,IMAX,True,6.0,8.0,95.0,22.520853,25.741427,False,
no_eps,grid_sig_noeps_noind_prox_clean_relaxed,2026-07-24,IMAX,True,6.0,8.0,95.0,22.520853,25.741427,False,
no_eps,grid_sig_noeps_noind_prox_clean_strict,2026-07-24,IMAX,True,6.0,8.0,95.0,22.520853,25.741427,False,
no_eps,grid_sig_noeps_noind_prox_keep_relaxed,2026-07-24,IMAX,True,6.0,8.0,95.0,22.520853,25.741427,True,3.0
no_eps,grid_sig_noeps_noind_prox_keep_strict,2026-07-24,IMAX,True,6.0,8.0,95.0,22.520853,25.741427,True,3.0
no_eps,grid_sig_noeps_noind_prox_nodry_relaxed,2026-07-24,IMAX,True,6.0,8.0,95.0,22.520853,25.741427,True,3.0
no_eps,grid_sig_noeps_noind_prox_nodry_strict,2026-07-24,IMAX,True,6.0,8.0,95.0,22.520853,25.741427,True,3.0
no_eps,grid_sig_noeps_noind_prox_nogeom_relaxed,2026-07-24,IMAX,True,6.0,8.0,95.0,22.520853,25.741427,False,
no_eps,grid_sig_noeps_noind_prox_nogeom_strict,2026-07-24,IMAX,True,6.0,8.0,95.0,22.520853,25.741427,False,
no_eps,v3_core_top3,2026-07-24,IMAX,True,6.0,8.0,95.0,22.520853,25.741427,False,
with_eps,clean_eps_pass_no_dry_no_geom_caution,2026-07-24,IMAX,True,6.0,8.0,95.0,22.520853,25.741427,False,
with_eps,grid_act_epsknown_ind_def_clean_relaxed,2026-07-24,IMAX,True,6.0,8.0,95.0,22.520853,25.741427,False,
with_eps,grid_act_epsknown_ind_def_clean_strict,2026-07-24,IMAX,True,6.0,8.0,95.0,22.520853,25.741427,False,
with_eps,grid_act_epsknown_ind_def_keep_relaxed,2026-07-24,IMAX,True,6.0,8.0,95.0,22.520853,25.741427,True,2.0
with_eps,grid_act_epsknown_ind_def_keep_strict,2026-07-24,IMAX,True,6.0,8.0,95.0,22.520853,25.741427,True,2.0
with_eps,grid_act_epsknown_ind_def_nodry_relaxed,2026-07-24,IMAX,True,6.0,8.0,95.0,22.520853,25.741427,True,2.0
with_eps,grid_act_epsknown_ind_def_nodry_strict,2026-07-24,IMAX,True,6.0,8.0,95.0,22.520853,25.741427,True,2.0
with_eps,grid_act_epsknown_ind_def_nogeom_relaxed,2026-07-24,IMAX,True,6.0,8.0,95.0,22.520853,25.741427,False,
with_eps,grid_act_epsknown_ind_def_nogeom_strict,2026-07-24,IMAX,True,6.0,8.0,95.0,22.520853,25.741427,False,
with_eps,grid_act_epsknown_ind_prox_clean_relaxed,2026-07-24,IMAX,True,6.0,8.0,95.0,22.520853,25.741427,False,
with_eps,grid_act_epsknown_ind_prox_clean_strict,2026-07-24,IMAX,True,6.0,8.0,95.0,22.520853,25.741427,False,
with_eps,grid_act_epsknown_ind_prox_keep_relaxed,2026-07-24,IMAX,True,6.0,8.0,95.0,22.520853,25.741427,True,1.0
with_eps,grid_act_epsknown_ind_prox_keep_strict,2026-07-24,IMAX,True,6.0,8.0,95.0,22.520853,25.741427,True,1.0
with_eps,grid_act_epsknown_ind_prox_nodry_relaxed,2026-07-24,IMAX,True,6.0,8.0,95.0,22.520853,25.741427,True,1.0
with_eps,grid_act_epsknown_ind_prox_nodry_strict,2026-07-24,IMAX,True,6.0,8.0,95.0,22.520853,25.741427,True,1.0
with_eps,grid_act_epsknown_ind_prox_nogeom_relaxed,2026-07-24,IMAX,True,6.0,8.0,95.0,22.520853,25.741427,False,
with_eps,grid_act_epsknown_ind_prox_nogeom_strict,2026-07-24,IMAX,True,6.0,8.0,95.0,22.520853,25.741427,False,
with_eps,grid_act_epsknown_noind_def_clean_relaxed,2026-07-24,IMAX,True,6.0,8.0,95.0,22.520853,25.741427,False,
with_eps,grid_act_epsknown_noind_def_clean_strict,2026-07-24,IMAX,True,6.0,8.0,95.0,22.520853,25.741427,False,
with_eps,grid_act_epsknown_noind_def_keep_relaxed,2026-07-24,IMAX,True,6.0,8.0,95.0,22.520853,25.741427,True,2.0
with_eps,grid_act_epsknown_noind_def_keep_strict,2026-07-24,IMAX,True,6.0,8.0,95.0,22.520853,25.741427,True,2.0
with_eps,grid_act_epsknown_noind_def_nodry_relaxed,2026-07-24,IMAX,True,6.0,8.0,95.0,22.520853,25.741427,True,2.0
with_eps,grid_act_epsknown_noind_def_nodry_strict,2026-07-24,IMAX,True,6.0,8.0,95.0,22.520853,25.741427,True,2.0
with_eps,grid_act_epsknown_noind_def_nogeom_relaxed,2026-07-24,IMAX,True,6.0,8.0,95.0,22.520853,25.741427,False,
with_eps,grid_act_epsknown_noind_def_nogeom_strict,2026-07-24,IMAX,True,6.0,8.0,95.0,22.520853,25.741427,False,
with_eps,grid_act_epsknown_noind_prox_clean_relaxed,2026-07-24,IMAX,True,6.0,8.0,95.0,22.520853,25.741427,False,
with_eps,grid_act_epsknown_noind_prox_clean_strict,2026-07-24,IMAX,True,6.0,8.0,95.0,22.520853,25.741427,False,
with_eps,grid_act_epsknown_noind_prox_keep_relaxed,2026-07-24,IMAX,True,6.0,8.0,95.0,22.520853,25.741427,True,1.0
with_eps,grid_act_epsknown_noind_prox_keep_strict,2026-07-24,IMAX,True,6.0,8.0,95.0,22.520853,25.741427,True,1.0
with_eps,grid_act_epsknown_noind_prox_nodry_relaxed,2026-07-24,IMAX,True,6.0,8.0,95.0,22.520853,25.741427,True,1.0
with_eps,grid_act_epsknown_noind_prox_nodry_strict,2026-07-24,IMAX,True,6.0,8.0,95.0,22.520853,25.741427,True,1.0
with_eps,grid_act_epsknown_noind_prox_nogeom_relaxed,2026-07-24,IMAX,True,6.0,8.0,95.0,22.520853,25.741427,False,
with_eps,grid_act_epsknown_noind_prox_nogeom_strict,2026-07-24,IMAX,True,6.0,8.0,95.0,22.520853,25.741427,False,
with_eps,grid_act_epspass2known_ind_def_clean_relaxed,2026-07-24,IMAX,True,6.0,8.0,95.0,22.520853,25.741427,False,
with_eps,grid_act_epspass2known_ind_def_keep_relaxed,2026-07-24,IMAX,True,6.0,8.0,95.0,22.520853,25.741427,True,2.0
with_eps,grid_act_epspass2known_ind_def_nodry_relaxed,2026-07-24,IMAX,True,6.0,8.0,95.0,22.520853,25.741427,True,2.0
with_eps,grid_act_epspass2known_ind_def_nogeom_relaxed,2026-07-24,IMAX,True,6.0,8.0,95.0,22.520853,25.741427,False,
with_eps,grid_act_epspass2known_ind_prox_clean_relaxed,2026-07-24,IMAX,True,6.0,8.0,95.0,22.520853,25.741427,False,
with_eps,grid_act_epspass2known_ind_prox_keep_relaxed,2026-07-24,IMAX,True,6.0,8.0,95.0,22.520853,25.741427,True,1.0
with_eps,grid_act_epspass2known_ind_prox_nodry_relaxed,2026-07-24,IMAX,True,6.0,8.0,95.0,22.520853,25.741427,True,1.0
with_eps,grid_act_epspass2known_ind_prox_nogeom_relaxed,2026-07-24,IMAX,True,6.0,8.0,95.0,22.520853,25.741427,False,
with_eps,grid_act_epspass2known_noind_def_clean_relaxed,2026-07-24,IMAX,True,6.0,8.0,95.0,22.520853,25.741427,False,
with_eps,grid_act_epspass2known_noind_def_keep_relaxed,2026-07-24,IMAX,True,6.0,8.0,95.0,22.520853,25.741427,True,2.0
with_eps,grid_act_epspass2known_noind_def_nodry_relaxed,2026-07-24,IMAX,True,6.0,8.0,95.0,22.520853,25.741427,True,2.0
with_eps,grid_act_epspass2known_noind_def_nogeom_relaxed,2026-07-24,IMAX,True,6.0,8.0,95.0,22.520853,25.741427,False,
with_eps,grid_act_epspass2known_noind_prox_clean_relaxed,2026-07-24,IMAX,True,6.0,8.0,95.0,22.520853,25.741427,False,
with_eps,grid_act_epspass2known_noind_prox_keep_relaxed,2026-07-24,IMAX,True,6.0,8.0,95.0,22.520853,25.741427,True,1.0
with_eps,grid_act_epspass2known_noind_prox_nodry_relaxed,2026-07-24,IMAX,True,6.0,8.0,95.0,22.520853,25.741427,True,1.0
with_eps,grid_act_epspass2known_noind_prox_nogeom_relaxed,2026-07-24,IMAX,True,6.0,8.0,95.0,22.520853,25.741427,False,
with_eps,grid_act_epspass_ind_def_clean_relaxed,2026-07-24,IMAX,True,6.0,8.0,95.0,22.520853,25.741427,False,
with_eps,grid_act_epspass_ind_def_clean_strict,2026-07-24,IMAX,True,6.0,8.0,95.0,22.520853,25.741427,False,
with_eps,grid_act_epspass_ind_def_keep_relaxed,2026-07-24,IMAX,True,6.0,8.0,95.0,22.520853,25.741427,True,2.0
with_eps,grid_act_epspass_ind_def_keep_strict,2026-07-24,IMAX,True,6.0,8.0,95.0,22.520853,25.741427,True,2.0
with_eps,grid_act_epspass_ind_def_nodry_relaxed,2026-07-24,IMAX,True,6.0,8.0,95.0,22.520853,25.741427,True,2.0
with_eps,grid_act_epspass_ind_def_nodry_strict,2026-07-24,IMAX,True,6.0,8.0,95.0,22.520853,25.741427,True,2.0
with_eps,grid_act_epspass_ind_def_nogeom_relaxed,2026-07-24,IMAX,True,6.0,8.0,95.0,22.520853,25.741427,False,
with_eps,grid_act_epspass_ind_def_nogeom_strict,2026-07-24,IMAX,True,6.0,8.0,95.0,22.520853,25.741427,False,
with_eps,grid_act_epspass_ind_prox_clean_relaxed,2026-07-24,IMAX,True,6.0,8.0,95.0,22.520853,25.741427,False,
with_eps,grid_act_epspass_ind_prox_clean_strict,2026-07-24,IMAX,True,6.0,8.0,95.0,22.520853,25.741427,False,
with_eps,grid_act_epspass_ind_prox_keep_relaxed,2026-07-24,IMAX,True,6.0,8.0,95.0,22.520853,25.741427,True,1.0
with_eps,grid_act_epspass_ind_prox_keep_strict,2026-07-24,IMAX,True,6.0,8.0,95.0,22.520853,25.741427,True,1.0
with_eps,grid_act_epspass_ind_prox_nodry_relaxed,2026-07-24,IMAX,True,6.0,8.0,95.0,22.520853,25.741427,True,1.0
with_eps,grid_act_epspass_ind_prox_nodry_strict,2026-07-24,IMAX,True,6.0,8.0,95.0,22.520853,25.741427,True,1.0
with_eps,grid_act_epspass_ind_prox_nogeom_relaxed,2026-07-24,IMAX,True,6.0,8.0,95.0,22.520853,25.741427,False,
with_eps,grid_act_epspass_ind_prox_nogeom_strict,2026-07-24,IMAX,True,6.0,8.0,95.0,22.520853,25.741427,False,
with_eps,grid_act_epspass_noind_def_clean_relaxed,2026-07-24,IMAX,True,6.0,8.0,95.0,22.520853,25.741427,False,
with_eps,grid_act_epspass_noind_def_clean_strict,2026-07-24,IMAX,True,6.0,8.0,95.0,22.520853,25.741427,False,
with_eps,grid_act_epspass_noind_def_keep_relaxed,2026-07-24,IMAX,True,6.0,8.0,95.0,22.520853,25.741427,True,2.0
with_eps,grid_act_epspass_noind_def_keep_strict,2026-07-24,IMAX,True,6.0,8.0,95.0,22.520853,25.741427,True,2.0
with_eps,grid_act_epspass_noind_def_nodry_relaxed,2026-07-24,IMAX,True,6.0,8.0,95.0,22.520853,25.741427,True,2.0
with_eps,grid_act_epspass_noind_def_nodry_strict,2026-07-24,IMAX,True,6.0,8.0,95.0,22.520853,25.741427,True,2.0
with_eps,grid_act_epspass_noind_def_nogeom_relaxed,2026-07-24,IMAX,True,6.0,8.0,95.0,22.520853,25.741427,False,
with_eps,grid_act_epspass_noind_def_nogeom_strict,2026-07-24,IMAX,True,6.0,8.0,95.0,22.520853,25.741427,False,
with_eps,grid_act_epspass_noind_prox_clean_relaxed,2026-07-24,IMAX,True,6.0,8.0,95.0,22.520853,25.741427,False,
with_eps,grid_act_epspass_noind_prox_clean_strict,2026-07-24,IMAX,True,6.0,8.0,95.0,22.520853,25.741427,False,
with_eps,grid_act_epspass_noind_prox_keep_relaxed,2026-07-24,IMAX,True,6.0,8.0,95.0,22.520853,25.741427,True,1.0
with_eps,grid_act_epspass_noind_prox_keep_strict,2026-07-24,IMAX,True,6.0,8.0,95.0,22.520853,25.741427,True,1.0
with_eps,grid_act_epspass_noind_prox_nodry_relaxed,2026-07-24,IMAX,True,6.0,8.0,95.0,22.520853,25.741427,True,1.0
with_eps,grid_act_epspass_noind_prox_nodry_strict,2026-07-24,IMAX,True,6.0,8.0,95.0,22.520853,25.741427,True,1.0
with_eps,grid_act_epspass_noind_prox_nogeom_relaxed,2026-07-24,IMAX,True,6.0,8.0,95.0,22.520853,25.741427,False,
with_eps,grid_act_epspass_noind_prox_nogeom_strict,2026-07-24,IMAX,True,6.0,8.0,95.0,22.520853,25.741427,False,
with_eps,grid_act_noeps_ind_def_clean_relaxed,2026-07-24,IMAX,True,6.0,8.0,95.0,22.520853,25.741427,False,
with_eps,grid_act_noeps_ind_def_clean_strict,2026-07-24,IMAX,True,6.0,8.0,95.0,22.520853,25.741427,False,
with_eps,grid_act_noeps_ind_def_keep_relaxed,2026-07-24,IMAX,True,6.0,8.0,95.0,22.520853,25.741427,True,2.0
with_eps,grid_act_noeps_ind_def_keep_strict,2026-07-24,IMAX,True,6.0,8.0,95.0,22.520853,25.741427,True,2.0
with_eps,grid_act_noeps_ind_def_nodry_relaxed,2026-07-24,IMAX,True,6.0,8.0,95.0,22.520853,25.741427,True,2.0
with_eps,grid_act_noeps_ind_def_nodry_strict,2026-07-24,IMAX,True,6.0,8.0,95.0,22.520853,25.741427,True,2.0
with_eps,grid_act_noeps_ind_def_nogeom_relaxed,2026-07-24,IMAX,True,6.0,8.0,95.0,22.520853,25.741427,False,
with_eps,grid_act_noeps_ind_def_nogeom_strict,2026-07-24,IMAX,True,6.0,8.0,95.0,22.520853,25.741427,False,
with_eps,grid_act_noeps_ind_prox_clean_relaxed,2026-07-24,IMAX,True,6.0,8.0,95.0,22.520853,25.741427,False,
with_eps,grid_act_noeps_ind_prox_clean_strict,2026-07-24,IMAX,True,6.0,8.0,95.0,22.520853,25.741427,False,
with_eps,grid_act_noeps_ind_prox_keep_relaxed,2026-07-24,IMAX,True,6.0,8.0,95.0,22.520853,25.741427,True,1.0
with_eps,grid_act_noeps_ind_prox_keep_strict,2026-07-24,IMAX,True,6.0,8.0,95.0,22.520853,25.741427,True,1.0
with_eps,grid_act_noeps_ind_prox_nodry_relaxed,2026-07-24,IMAX,True,6.0,8.0,95.0,22.520853,25.741427,True,1.0
with_eps,grid_act_noeps_ind_prox_nodry_strict,2026-07-24,IMAX,True,6.0,8.0,95.0,22.520853,25.741427,True,1.0
with_eps,grid_act_noeps_ind_prox_nogeom_relaxed,2026-07-24,IMAX,True,6.0,8.0,95.0,22.520853,25.741427,False,
with_eps,grid_act_noeps_ind_prox_nogeom_strict,2026-07-24,IMAX,True,6.0,8.0,95.0,22.520853,25.741427,False,
with_eps,grid_act_noeps_noind_def_clean_relaxed,2026-07-24,IMAX,True,6.0,8.0,95.0,22.520853,25.741427,False,
with_eps,grid_act_noeps_noind_def_clean_strict,2026-07-24,IMAX,True,6.0,8.0,95.0,22.520853,25.741427,False,
with_eps,grid_act_noeps_noind_def_keep_relaxed,2026-07-24,IMAX,True,6.0,8.0,95.0,22.520853,25.741427,True,2.0
with_eps,grid_act_noeps_noind_def_keep_strict,2026-07-24,IMAX,True,6.0,8.0,95.0,22.520853,25.741427,True,2.0
with_eps,grid_act_noeps_noind_def_nodry_relaxed,2026-07-24,IMAX,True,6.0,8.0,95.0,22.520853,25.741427,True,2.0
with_eps,grid_act_noeps_noind_def_nodry_strict,2026-07-24,IMAX,True,6.0,8.0,95.0,22.520853,25.741427,True,2.0
with_eps,grid_act_noeps_noind_def_nogeom_relaxed,2026-07-24,IMAX,True,6.0,8.0,95.0,22.520853,25.741427,False,
with_eps,grid_act_noeps_noind_def_nogeom_strict,2026-07-24,IMAX,True,6.0,8.0,95.0,22.520853,25.741427,False,
with_eps,grid_act_noeps_noind_prox_clean_relaxed,2026-07-24,IMAX,True,6.0,8.0,95.0,22.520853,25.741427,False,
with_eps,grid_act_noeps_noind_prox_clean_strict,2026-07-24,IMAX,True,6.0,8.0,95.0,22.520853,25.741427,False,
with_eps,grid_act_noeps_noind_prox_keep_relaxed,2026-07-24,IMAX,True,6.0,8.0,95.0,22.520853,25.741427,True,1.0
with_eps,grid_act_noeps_noind_prox_keep_strict,2026-07-24,IMAX,True,6.0,8.0,95.0,22.520853,25.741427,True,1.0
with_eps,grid_act_noeps_noind_prox_nodry_relaxed,2026-07-24,IMAX,True,6.0,8.0,95.0,22.520853,25.741427,True,1.0
with_eps,grid_act_noeps_noind_prox_nodry_strict,2026-07-24,IMAX,True,6.0,8.0,95.0,22.520853,25.741427,True,1.0
with_eps,grid_act_noeps_noind_prox_nogeom_relaxed,2026-07-24,IMAX,True,6.0,8.0,95.0,22.520853,25.741427,False,
with_eps,grid_act_noeps_noind_prox_nogeom_strict,2026-07-24,IMAX,True,6.0,8.0,95.0,22.520853,25.741427,False,
with_eps,grid_sig_epsknown_ind_def_clean_relaxed,2026-07-24,IMAX,True,6.0,8.0,95.0,22.520853,25.741427,False,
with_eps,grid_sig_epsknown_ind_def_clean_strict,2026-07-24,IMAX,True,6.0,8.0,95.0,22.520853,25.741427,False,
with_eps,grid_sig_epsknown_ind_def_keep_relaxed,2026-07-24,IMAX,True,6.0,8.0,95.0,22.520853,25.741427,True,2.0
with_eps,grid_sig_epsknown_ind_def_keep_strict,2026-07-24,IMAX,True,6.0,8.0,95.0,22.520853,25.741427,True,2.0
with_eps,grid_sig_epsknown_ind_def_nodry_relaxed,2026-07-24,IMAX,True,6.0,8.0,95.0,22.520853,25.741427,True,2.0
with_eps,grid_sig_epsknown_ind_def_nodry_strict,2026-07-24,IMAX,True,6.0,8.0,95.0,22.520853,25.741427,True,2.0
with_eps,grid_sig_epsknown_ind_def_nogeom_relaxed,2026-07-24,IMAX,True,6.0,8.0,95.0,22.520853,25.741427,False,
with_eps,grid_sig_epsknown_ind_def_nogeom_strict,2026-07-24,IMAX,True,6.0,8.0,95.0,22.520853,25.741427,False,
with_eps,grid_sig_epsknown_ind_prox_clean_relaxed,2026-07-24,IMAX,True,6.0,8.0,95.0,22.520853,25.741427,False,
with_eps,grid_sig_epsknown_ind_prox_clean_strict,2026-07-24,IMAX,True,6.0,8.0,95.0,22.520853,25.741427,False,
with_eps,grid_sig_epsknown_ind_prox_keep_relaxed,2026-07-24,IMAX,True,6.0,8.0,95.0,22.520853,25.741427,True,1.0
with_eps,grid_sig_epsknown_ind_prox_keep_strict,2026-07-24,IMAX,True,6.0,8.0,95.0,22.520853,25.741427,True,1.0
with_eps,grid_sig_epsknown_ind_prox_nodry_relaxed,2026-07-24,IMAX,True,6.0,8.0,95.0,22.520853,25.741427,True,1.0
with_eps,grid_sig_epsknown_ind_prox_nodry_strict,2026-07-24,IMAX,True,6.0,8.0,95.0,22.520853,25.741427,True,1.0
with_eps,grid_sig_epsknown_ind_prox_nogeom_relaxed,2026-07-24,IMAX,True,6.0,8.0,95.0,22.520853,25.741427,False,
with_eps,grid_sig_epsknown_ind_prox_nogeom_strict,2026-07-24,IMAX,True,6.0,8.0,95.0,22.520853,25.741427,False,
with_eps,grid_sig_epsknown_noind_def_clean_relaxed,2026-07-24,IMAX,True,6.0,8.0,95.0,22.520853,25.741427,False,
with_eps,grid_sig_epsknown_noind_def_clean_strict,2026-07-24,IMAX,True,6.0,8.0,95.0,22.520853,25.741427,False,
with_eps,grid_sig_epsknown_noind_def_keep_relaxed,2026-07-24,IMAX,True,6.0,8.0,95.0,22.520853,25.741427,True,2.0
with_eps,grid_sig_epsknown_noind_def_keep_strict,2026-07-24,IMAX,True,6.0,8.0,95.0,22.520853,25.741427,True,2.0
with_eps,grid_sig_epsknown_noind_def_nodry_relaxed,2026-07-24,IMAX,True,6.0,8.0,95.0,22.520853,25.741427,True,2.0
with_eps,grid_sig_epsknown_noind_def_nodry_strict,2026-07-24,IMAX,True,6.0,8.0,95.0,22.520853,25.741427,True,2.0
with_eps,grid_sig_epsknown_noind_def_nogeom_relaxed,2026-07-24,IMAX,True,6.0,8.0,95.0,22.520853,25.741427,False,
with_eps,grid_sig_epsknown_noind_def_nogeom_strict,2026-07-24,IMAX,True,6.0,8.0,95.0,22.520853,25.741427,False,
with_eps,grid_sig_epsknown_noind_prox_clean_relaxed,2026-07-24,IMAX,True,6.0,8.0,95.0,22.520853,25.741427,False,
